通番	文番号	単語	標準ペルシア語１	意味１	標準ペルシア語２	意味２	標準ペルシア語3	意味３	標準ペルシア語４	意味４
625	2027	اومده	آمدن	来る						
629	2027	اومده	آمدن	来る						
631	2027	اومده	آمدن	来る						
788	2052	اومده	آمدن	来る						
3654	4019	اومده	آمدن	来る						
4114	5065	اومده	آمدن	来る						
74	1009	اومدی	آمدن	来る						
2550	1023	اومدی	آمدن	来る						
939	2065	اومدیم	آمدن	来る						
1684	5032	بیا	آمدن	来る						
2518	1018	بیا	آمدن	来る						
176	1025	بیا	آمدن	来る						
5088	3004	بیا	آمدن	来る						
1066	3022	بیا	آمدن	来る						
3646	4018	بیا	آمدن	来る						
2069	8006	بیا	آمدن	来る						
4431	9014	بیا	آمدن	来る						
2219	9015	بیا	آمدن	来る						
724	2041	بیاد	آمدن	来る						
750	2047	بیاد	آمدن	来る						
2119	8013	بیاد	آمدن	来る						
6249	9012	بیاد	آمدن	来る						
623	2027	بیان	آمدن	来る						
3658	4019	بیای	آمدن	来る						
1781	5050	بیایید	آمدن	来る						
3578	4003	میاد	آمدن	来る						
1299	4008	میاد	آمدن	来る						
1327	4013	میاد	آمدن	来る						
1339	4016	میاد	آمدن	来る						
1357	4017	میاد	آمدن	来る						
3648	4018	میاد	آمدن	来る						
5256	4018	میاد	آمدن	来る						
1373	4020	میاد	آمدن	来る						
3710	4023	میاد	آمدن	来る						
1486	4037	میاد	آمدن	来る						
1886	6003	میاد	آمدن	来る						
1943	6012	میاد	آمدن	来る						
1957	6015	میاد	آمدن	来る						
4269	7006	میاد	آمدن	来る						
4275	7007	میاد	آمدن	来る						
2122	8014	میاد	آمدن	来る						
3140	2049	میام	آمدن	来る						
3426	3023	میام	آمدن	来る						
1494	4037	میان	آمدن	来る						
1498	4038	میان	آمدن	来る						
460	2004	میاومد	آمدن	来る						
2013	7004	میومده	آمدن	来る						
2974	2025	نمیاد	آمدن	来る						
3094	2042	نمیام	آمدن	来る						
3722	4024	نمیام	آمدن	来る						
637	2027	نمیاین	آمدن	来る						
5091	3005	امروز	امروز	今日（きょう、こんにち）						
5749	10004	آن	آن	あれ						
4779	1055	اون	آن	あれ						
6297	1055	اون	آن	あれ						
4887	2022	اون	آن	あれ						
5015	2056	اون	آن	あれ						
3322	3003	اون	آن	あれ						
5090	3005	اون	آن	あれ						
5978	3014	اون	آن	あれ						
3636	4016	اون	آن	あれ						
5253	4016	اون	آن	あれ						
1367	4019	اون	آن	あれ						
3679	4022	اون	آن	あれ						
3797	4035	اون	آن	あれ						
3825	4039	اون	آن	あれ						
1595	5014	اون	آن	あれ						
1628	5022	اون	آن	あれ						
6074	5059	اون	آن	あれ						
1834	5060	اون	آن	あれ						
5506	5065	اون	آن	あれ						
4149	6005	اون	آن	あれ						
6283	6005	اون	آن	あれ						
4164	6006	اون	آن	あれ						
4186	6012	اون	آن	あれ						
4201	6015	اون	آن	あれ						
6284	6015	اون	آن	あれ						
6105	6016	اون	آن	あれ						
6239	6016	اون	آن	あれ						
6243	6017	اون	آن	あれ						
6123	8005	اون	آن	あれ						
4324	8009	اون	آن	あれ						
5631	8009	اون	آن	あれ						
5636	8010	اون	آن	あれ						
4339	8011	اون	آن	あれ						
4353	8013	اون	آن	あれ						
5678	9011	اون	آن	あれ						
2569	1027	اونجا	آنجا	そこ（で、に）						
1328	4013	اونجا	آنجا	そこ（で、に）						
1407	4026	اونجا	آنجا	そこ（で、に）						
5691	9015	اونجا	آنجا	そこ（で、に）						
831	2057	انداخت	انداختن	投げる						
1197	3040	انداخت	انداختن	投げる						
4470	9021	انداخت	انداختن	投げる						
5992	3031	بندازم	انداختن	投げる						
4306	8004	بندازن	انداختن	投げる						
4308	8004	بندازن	انداختن	投げる						
2036	7008	میاندازه	انداختن	投げる						
5348	5001	انسان	انسان	人間						
3848	5002	انسان	انسان	人間						
6035	5007	انسان	انسان	人間						
5372	5010	انسان	انسان	人間						
6226	5012	انسان	انسان	人間						
5381	5013	انسان	انسان	人間						
1585	5014	انسان	انسان	人間						
6046	5018	انسان	انسان	人間						
3902	5019	انسان	انسان	人間						
5399	5021	انسان	انسان	人間						
5406	5025	انسان	انسان	人間						
5407	5026	انسان	انسان	人間						
5414	5028	انسان	انسان	人間						
1668	5029	انسان	انسان	人間						
3967	5034	انسان	انسان	人間						
6065	5048	انسان	انسان	人間						
6067	5048	انسان	انسان	人間						
6069	5049	انسان	انسان	人間						
5463	5050	انسان	انسان	人間						
5465	5052	انسان	انسان	人間						
1798	5053	انسان	انسان	人間						
5473	5057	انسان	انسان	人間						
6075	5059	انسان	انسان	人間						
5493	5061	انسان	انسان	人間						
4090	5063	انسان	انسان	人間						
5498	5063	انسان	انسان	人間						
6090	5067	انسان	انسان	人間						
6231	5067	انسان	انسان	人間						
5531	6001	انسان	انسان	人間						
6093	6005	انسان	انسان	人間						
4204	6015	انسان	انسان	人間						
4322	8009	اون ها	آنها	彼ら						
1344	4016	اونا	آنها	彼ら						
1867	5066	اونا	آنها	彼ら						
2615	1030	شون	آنها	彼ら						
2619	1030	شون	آنها	彼ら						
1941	6012	اونوقت	آنوقت	その時						
4018	5048	آه	آه	ため息						
4020	5048	آه	آه	ため息						
5742	10003	آهو	آهو	かもしか						
2329	10009	آهو	آهو	かもしか						
4590	10016	آهو	آهو	かもしか						
5352	5002	او	او	あれ、それ						
2599	1030	او	او	三人称単数人称代名詞（彼、彼女）						
6258	10004	آوردند	آوردن	持ってくる						
4105	5065	بیار	آوردن	持ってくる						
1907	6006	میاره	آوردن	持ってくる						
1378	4020	اول	اول	第一に						
1129	3032	اووو	اووو	唸り声						
2459	1007	ای	ای	〈間〉おお（呼びかけ）						
4669	1023	ای	ای	〈間〉おお（呼びかけ）						
2679	1036	ای	ای	〈間〉おお（呼びかけ）						
3376	3011	ای	ای	〈間〉おお（呼びかけ）						
1766	5048	ای	ای	〈間〉おお（呼びかけ）						
1739	5043	آی	ای	〈間〉おお（呼びかけ）						
1913	6007	ایستی	ایستادن	立つ						
1916	6007	ایستی	ایستادن	立つ						
4182	6011	ایستی	ایستادن	立つ						
1474	4036	میسته	ایستادن	立つ						
4618	1003	این	این	この						
2426	1004	این	این	この						
2430	1005	این	این	この						
4626	1005	این	این	この						
5820	1031	این	این	この						
2671	1035	این	این	この						
325	1040	این	این	この						
328	1041	این	این	この						
346	1045	این	این	この						
350	1046	این	این	この						
372	1051	این	این	この						
5844	1051	این	این	この						
4775	1055	این	این	この						
6267	1055	این	این	この						
2799	2004	این	این	この						
5881	2012	این	این	この						
5905	2024	این	این	この						
6192	2024	این	این	この						
731	2043	این	این	この						
753	2048	این	این	この						
3197	2054	این	این	この						
5945	2056	این	این	この						
5021	2057	این	این	この						
5026	2058	این	این	この						
5028	2058	این	این	この						
5034	2059	این	این	この						
5951	2059	این	این	この						
5046	2060	این	این	この						
5955	2060	این	این	この						
3265	2061	این	این	この						
5063	2062	این	این	この						
955	3002	این	این	この						
5073	3002	این	این	この						
3353	3009	این	این	この						
5113	3011	این	این	この						
5985	3025	این	این	この						
5989	3031	این	این	この						
5179	3035	این	این	この						
5198	3045	این	این	この						
3563	4002	این	این	この						
1469	4036	این	این	この						
3808	4036	این	این	この						
3856	5004	این	این	この						
5371	5010	این	این	この						
1601	5015	این	این	この						
5405	5025	این	این	この						
6056	5033	این	این	この						
3966	5034	این	این	この						
1706	5037	این	این	この						
5440	5041	این	این	この						
1749	5045	این	این	この						
5462	5050	این	این	この						
4051	5057	این	این	この						
4068	5060	این	این	この						
5492	5061	این	این	この						
1847	5063	این	این	この						
4079	5063	این	این	この						
4084	5063	این	این	この						
5500	5063	این	این	この						
4141	6003	این	این	この						
4148	6004	این	این	この						
4151	6005	این	این	この						
6097	6006	این	این	この						
1920	6008	این	این	この						
5558	6012	این	این	この						
6113	7004	این	این	この						
5600	7006	این	این	この						
5604	7006	این	این	この						
4299	8003	این	این	この						
4301	8004	این	این	この						
5651	9001	این	این	この						
4367	9002	این	این	この						
2135	9003	این	این	この						
2142	9004	این	این	この						
6248	9004	این	این	この						
6133	9010	این	این	この						
2196	9012	این	این	この						
5686	9014	این	این	この						
6251	9014	این	این	この						
4459	9020	این	این	この						
4476	9022	این	این	この						
4485	9023	این	این	この						
4490	9024	این	این	この						
4518	10003	این	این	この						
5746	10004	این	این	この						
6163	10005	این	این	この						
2314	10007	این	این	この						
5761	10010	این	این	この						
2368	10015	این	این	この						
4600	10019	این	این	この						
523	2012	اینا	این	この						
578	2019	اینا	این	この						
3156	2050	اینا	این	この						
5959	2061	اینا	این	この						
3337	3005	اینا	این	この						
5103	3010	اینا	این	この						
3567	4002	اینا	این	この						
5469	5054	اینا	این	この						
5769	10013	اینا	این	この						
3672	4020	اینا	اینا	こちらのもの、人、こと						
3006	2031	اینجا	اینجا	ここ（に）						
3037	2035	اینجا	اینجا	ここ（に）						
3540	3044	اینجا	اینجا	ここ（に）						
3725	4025	اینجا	اینجا	ここ（に）						
1681	5032	اینجور	اینجور	このような						
3439	3025	اینقدر	اینقدر	こんなに						
3471	3031	اینقدر	اینقدر	こんなに						
1134	3033	اینقدر	اینقدر	こんなに						
2444	1005	با	با	（同伴、同居など）…と（共に）						
2663	1033	با	با	（同伴、同居など）…と（共に）						
4777	1055	با	با	（同伴、同居など）…と（共に）						
2983	2027	با	با	（同伴、同居など）…と（共に）						
4934	2035	با	با	（同伴、同居など）…と（共に）						
3162	2050	با	با	（同伴、同居など）…と（共に）						
3284	2062	با	با	（同伴、同居など）…と（共に）						
3302	2063	با	با	（同伴、同居など）…と（共に）						
3561	4001	با	با	（同伴、同居など）…と（共に）						
5290	4024	با	با	（同伴、同居など）…と（共に）						
5324	4029	با	با	（同伴、同居など）…と（共に）						
3814	4037	با	با	（同伴、同居など）…と（共に）						
4008	5046	با	با	（同伴、同居など）…と（共に）						
5542	6005	با	با	（同伴、同居など）…と（共に）						
6282	6005	با	با	（同伴、同居など）…と（共に）						
5548	6006	با	با	（同伴、同居など）…と（共に）						
4285	8001	با	با	（同伴、同居など）…と（共に）						
6149	9019	با	با	（同伴、同居など）…と（共に）						
4559	10010	با	با	（同伴、同居など）…と（共に）						
3213	2056	باد	باد	風						
3215	2057	باد	باد	風						
3217	2057	باد	باد	風						
5027	2058	باد	باد	風						
3463	3028	باد	باد	風						
3850	5002	بار	بار	荷						
1560	5008	بار	بار	荷						
1589	5014	بار	بار	荷						
1631	5022	بار	بار	荷						
4138	6003	بار	بار	回						
4191	6012	بار	بار	回						
4236	7003	بار	بار	回						
4248	7004	بار	بار	回						
5536	6003	بارون	باران	雨						
2394	10019	بارک الله	بارکالله	すばらしい						
158	1022	باز	باز	再び						
351	1046	باز	باز	再び						
619	2026	باز	باز	再び						
668	2033	باز	باز	再び						
730	2043	باز	باز	再び						
3278	2062	باز	باز	再び						
4268	7006	باز	باز	再び						
4274	7007	باز	باز	再び						
2172	9009	باز	باز	再び						
2180	9010	باز	باز	再び						
2582	1029	باز	باز	開いた						
4820	2006	باز	باز	開いた						
4826	2007	باز	باز	開いた						
